# s_m; t_s; ax_mps2; ay_mps2; atot_mps2
0.0; 0.000; 0.326; 0.001; 0.326
3.0; 0.095; 0.324; 0.000; 0.324
6.0; 0.190; 0.323; 0.000; 0.323
9.0; 0.285; 0.321; 0.000; 0.321
12.0; 0.379; 0.320; 0.000; 0.320
15.0; 0.474; 0.318; 0.000; 0.318
18.0; 0.568; 0.317; 0.000; 0.317
21.0; 0.663; 0.315; 0.000; 0.315
24.0; 0.757; 0.314; 0.000; 0.314
27.0; 0.851; 0.312; 0.000; 0.312
30.0; 0.945; 0.311; 0.000; 0.311
33.0; 1.039; 0.309; 0.000; 0.309
36.0; 1.133; 0.308; 0.000; 0.308
39.0; 1.227; 0.307; 0.000; 0.307
42.0; 1.321; 0.305; 0.000; 0.305
45.0; 1.415; 0.304; 0.000; 0.304
48.0; 1.508; 0.302; 0.000; 0.302
51.0; 1.602; 0.301; 0.000; 0.301
54.0; 1.695; 0.300; 0.000; 0.300
57.0; 1.789; 0.298; 0.000; 0.298
60.0; 1.882; 0.297; 0.000; 0.297
63.0; 1.975; 0.296; 0.000; 0.296
66.0; 2.068; 0.294; 0.000; 0.294
69.0; 2.161; 0.293; 0.000; 0.293
72.0; 2.254; 0.291; 0.000; 0.291
75.0; 2.347; 0.290; 0.000; 0.290
78.0; 2.440; 0.289; 0.000; 0.289
81.0; 2.533; 0.287; 0.000; 0.287
84.0; 2.626; 0.286; 0.000; 0.286
87.0; 2.718; 0.285; 0.000; 0.285
90.0; 2.811; 0.284; 0.000; 0.284
93.0; 2.903; 0.282; 0.000; 0.282
96.0; 2.995; 0.281; 0.000; 0.281
99.0; 3.088; 0.280; 0.000; 0.280
102.0; 3.180; 0.278; 0.000; 0.278
105.0; 3.272; 0.277; 0.000; 0.277
108.0; 3.364; 0.276; 0.000; 0.276
111.0; 3.456; 0.275; 0.000; 0.275
114.0; 3.548; 0.273; 0.000; 0.273
117.0; 3.640; 0.272; 0.000; 0.272
120.0; 3.732; 0.271; 0.000; 0.271
123.0; 3.824; 0.269; 0.000; 0.269
126.0; 3.915; 0.268; 0.000; 0.268
129.0; 4.007; 0.267; 0.000; 0.267
132.0; 4.098; 0.266; 0.000; 0.266
135.0; 4.190; 0.265; 0.000; 0.265
138.0; 4.281; 0.263; 0.000; 0.263
141.0; 4.372; 0.262; 0.000; 0.262
144.0; 4.464; 0.261; 0.000; 0.261
147.0; 4.555; 0.260; 0.000; 0.260
150.0; 4.646; 0.259; 0.000; 0.259
153.0; 4.737; 0.257; 0.000; 0.257
156.0; 4.828; 0.256; 0.000; 0.256
159.0; 4.919; 0.255; 0.000; 0.255
162.0; 5.010; 0.254; 0.000; 0.254
165.0; 5.101; 0.253; 0.000; 0.253
168.0; 5.191; 0.251; 0.000; 0.251
171.0; 5.282; 0.250; 0.000; 0.250
174.0; 5.373; 0.249; 0.000; 0.249
177.0; 5.463; 0.248; 0.000; 0.248
180.0; 5.554; 0.247; 0.000; 0.247
183.0; 5.644; 0.246; 0.000; 0.246
186.0; 5.734; 0.245; 0.000; 0.245
189.0; 5.825; 0.244; 0.000; 0.244
192.0; 5.915; 0.242; 0.000; 0.242
195.0; 6.005; 0.241; 0.000; 0.241
198.0; 6.095; 0.240; 0.000; 0.240
201.0; 6.185; 0.239; 0.000; 0.239
204.0; 6.275; 0.238; 0.000; 0.238
207.0; 6.365; 0.237; 0.000; 0.237
210.0; 6.455; 0.236; 0.000; 0.236
213.0; 6.545; 0.235; 0.000; 0.235
216.0; 6.635; 0.234; 0.000; 0.234
219.0; 6.725; 0.233; 0.000; 0.233
222.0; 6.814; 0.231; 0.000; 0.231
225.0; 6.904; 0.230; 0.000; 0.230
228.0; 6.993; 0.229; 0.000; 0.229
231.0; 7.083; 0.228; 0.000; 0.228
234.0; 7.172; 0.227; 0.000; 0.227
237.0; 7.262; 0.226; 0.000; 0.226
240.0; 7.351; 0.225; 0.000; 0.225
243.0; 7.440; 0.224; 0.000; 0.224
246.0; 7.530; 0.223; 0.000; 0.223
249.0; 7.619; 0.222; 0.000; 0.222
252.0; 7.708; 0.221; 0.000; 0.221
255.0; 7.797; 0.220; 0.000; 0.220
258.0; 7.886; 0.219; 0.000; 0.219
261.0; 7.975; 0.218; 0.000; 0.218
264.0; 8.064; 0.217; 0.000; 0.217
267.0; 8.153; 0.216; 0.000; 0.216
270.0; 8.242; 0.215; 0.000; 0.215
273.0; 8.330; 0.214; 0.000; 0.214
276.0; 8.419; 0.213; 0.000; 0.213
279.0; 8.508; 0.212; 0.000; 0.212
282.0; 8.596; 0.211; 0.000; 0.211
285.0; 8.685; 0.210; 0.000; 0.210
288.0; 8.774; 0.209; 0.000; 0.209
291.0; 8.862; 0.208; 0.000; 0.208
294.0; 8.950; 0.207; 0.000; 0.207
297.0; 9.039; 0.206; 0.000; 0.206
300.0; 9.127; 0.205; 0.000; 0.205
303.0; 9.215; 0.204; 0.000; 0.204
306.0; 9.304; 0.203; 0.000; 0.203
309.0; 9.392; 0.203; 0.000; 0.203
312.0; 9.480; 0.202; 0.000; 0.202
315.0; 9.568; 0.201; 0.000; 0.201
318.0; 9.656; 0.200; 0.001; 0.200
321.0; 9.744; 0.199; 0.001; 0.199
324.0; 9.832; 0.198; 0.001; 0.198
327.0; 9.920; 0.197; 0.001; 0.197
330.0; 10.008; 0.196; 0.001; 0.196
333.0; 10.096; 0.195; 0.001; 0.195
336.0; 10.184; 0.194; 0.001; 0.194
339.0; 10.271; 0.193; 0.001; 0.193
342.0; 10.359; 0.192; 0.001; 0.192
345.0; 10.447; 0.192; 0.001; 0.192
348.0; 10.534; 0.191; 0.001; 0.191
351.0; 10.622; 0.190; 0.001; 0.190
354.0; 10.709; 0.189; 0.001; 0.189
357.0; 10.797; 0.188; 0.001; 0.188
360.0; 10.884; 0.187; 0.001; 0.187
363.0; 10.972; 0.186; 0.002; 0.186
366.0; 11.059; 0.186; 0.002; 0.186
369.0; 11.146; 0.185; 0.002; 0.185
372.0; 11.234; 0.184; 0.002; 0.184
375.0; 11.321; 0.183; 0.002; 0.183
378.0; 11.408; 0.182; 0.002; 0.182
381.0; 11.495; 0.181; 0.003; 0.181
384.0; 11.582; 0.180; 0.003; 0.180
387.0; 11.669; 0.180; 0.003; 0.180
390.0; 11.756; 0.179; 0.003; 0.179
393.0; 11.843; 0.178; 0.004; 0.178
396.0; 11.930; 0.177; 0.004; 0.177
399.0; 12.017; 0.176; 0.004; 0.176
402.0; 12.104; 0.176; 0.005; 0.176
405.0; 12.191; 0.175; 0.005; 0.175
408.0; 12.278; 0.174; 0.006; 0.174
411.0; 12.365; 0.173; 0.006; 0.173
414.0; 12.451; 0.172; 0.007; 0.172
417.0; 12.538; 0.172; 0.008; 0.172
420.0; 12.625; 0.171; 0.009; 0.171
423.0; 12.711; 0.170; 0.010; 0.170
426.0; 12.798; 0.169; 0.011; 0.170
429.0; 12.885; 0.168; 0.012; 0.169
432.0; 12.971; 0.168; 0.014; 0.168
435.0; 13.058; 0.167; 0.015; 0.168
438.0; 13.144; 0.166; 0.017; 0.167
441.0; 13.231; 0.165; 0.019; 0.166
444.0; 13.317; 0.165; 0.022; 0.166
447.0; 13.403; 0.164; 0.025; 0.166
450.0; 13.490; 0.163; 0.028; 0.165
453.0; 13.576; 0.162; 0.032; 0.165
456.0; 13.662; 0.162; 0.036; 0.166
459.0; 13.748; 0.161; 0.041; 0.166
462.0; 13.835; 0.160; 0.047; 0.167
465.0; 13.921; 0.159; 0.054; 0.168
468.0; 14.007; 0.159; 0.062; 0.170
471.0; 14.093; 0.158; 0.071; 0.173
474.0; 14.179; 0.157; 0.081; 0.177
477.0; 14.265; 0.156; 0.094; 0.182
480.0; 14.351; 0.156; 0.107; 0.189
483.0; 14.437; 0.155; 0.123; 0.198
486.0; 14.522; 0.154; 0.142; 0.209
489.0; 14.608; 0.153; 0.163; 0.224
492.0; 14.694; 0.153; 0.186; 0.241
495.0; 14.780; 0.152; 0.213; 0.262
498.0; 14.865; 0.151; 0.243; 0.287
501.0; 14.951; 0.150; 0.277; 0.315
504.0; 15.036; 0.150; 0.315; 0.348
507.0; 15.122; 0.149; 0.356; 0.386
510.0; 15.207; 0.148; 0.401; 0.427
513.0; 15.293; 0.147; 0.449; 0.473
516.0; 15.378; 0.146; 0.500; 0.521
519.0; 15.464; 0.145; 0.554; 0.572
522.0; 15.549; 0.144; 0.608; 0.625
525.0; 15.635; 0.143; 0.662; 0.677
528.0; 15.720; 0.142; 0.713; 0.727
531.0; 15.805; 0.141; 0.759; 0.772
534.0; 15.891; 0.140; 0.797; 0.809
537.0; 15.976; 0.140; 0.822; 0.834
540.0; 16.061; 0.139; 0.830; 0.842
543.0; 16.147; 0.138; 0.815; 0.827
546.0; 16.232; 0.138; 0.771; 0.784
549.0; 16.317; 0.138; 0.690; 0.704
552.0; 16.402; 0.138; 0.564; 0.581
555.0; 16.488; 0.138; 0.384; 0.408
558.0; 16.573; 0.138; 0.139; 0.196
561.0; 16.658; 0.137; -0.179; 0.226
564.0; 16.744; 0.135; -0.579; 0.595
567.0; 16.829; 0.131; -1.068; 1.076
570.0; 16.914; 0.122; -1.648; 1.652
573.0; 17.000; -1.782; -2.322; 2.927
576.0; 17.086; -4.850; -3.052; 5.730
579.0; 17.173; -7.524; -3.809; 8.433
582.0; 17.263; -8.189; -4.554; 9.371
585.0; 17.354; -7.363; -5.322; 9.085
588.0; 17.448; -6.457; -6.055; 8.852
591.0; 17.543; -5.626; -6.631; 8.696
594.0; 17.639; -4.955; -7.021; 8.594
597.0; 17.738; -4.464; -7.260; 8.522
600.0; 17.838; -4.130; -7.391; 8.467
603.0; 17.939; -3.917; -7.456; 8.422
606.0; 18.042; -3.787; -7.480; 8.384
609.0; 18.146; -3.707; -7.482; 8.350
612.0; 18.251; -3.656; -7.472; 8.319
615.0; 18.358; -3.621; -7.456; 8.289
618.0; 18.466; -3.594; -7.438; 8.260
621.0; 18.576; -3.570; -7.418; 8.232
624.0; 18.686; -3.067; -7.423; 8.032
627.0; 18.797; -1.289; -7.506; 7.616
630.0; 18.908; -1.290; -7.511; 7.621
633.0; 19.018; -1.288; -7.510; 7.620
636.0; 19.128; -0.563; -7.468; 7.490
639.0; 19.237; -0.064; -7.441; 7.441
642.0; 19.345; -0.064; -7.442; 7.442
645.0; 19.454; -0.063; -7.444; 7.444
648.0; 19.562; -0.063; -7.444; 7.445
651.0; 19.670; -0.062; -7.444; 7.445
654.0; 19.779; -0.061; -7.444; 7.444
657.0; 19.887; -0.060; -7.444; 7.444
660.0; 19.995; -0.059; -7.444; 7.444
663.0; 20.103; -0.058; -7.443; 7.444
666.0; 20.212; -0.057; -7.443; 7.443
669.0; 20.320; -0.056; -7.443; 7.443
672.0; 20.429; -0.054; -7.442; 7.443
675.0; 20.538; -0.053; -7.442; 7.442
678.0; 20.646; -0.052; -7.441; 7.441
681.0; 20.755; -0.050; -7.440; 7.441
684.0; 20.864; -0.048; -7.439; 7.440
687.0; 20.972; -0.046; -7.438; 7.438
690.0; 21.081; -0.044; -7.437; 7.437
693.0; 21.189; -0.042; -7.436; 7.436
696.0; 21.298; -0.040; -7.434; 7.434
699.0; 21.406; -0.038; -7.432; 7.432
702.0; 21.515; -0.036; -7.430; 7.430
705.0; 21.624; -0.033; -7.428; 7.428
708.0; 21.733; -0.031; -7.426; 7.426
711.0; 21.842; -0.029; -7.423; 7.423
714.0; 21.952; -0.026; -7.420; 7.420
717.0; 22.062; -0.023; -7.416; 7.416
720.0; 22.172; -0.020; -7.413; 7.413
723.0; 22.283; -0.017; -7.408; 7.408
726.0; 22.394; -0.014; -7.403; 7.403
729.0; 22.507; -0.011; -7.398; 7.398
732.0; 22.620; -0.007; -7.392; 7.392
735.0; 22.734; -0.003; -7.385; 7.385
738.0; 22.849; 0.001; -7.376; 7.376
741.0; 22.964; 0.006; -7.367; 7.367
744.0; 23.078; 0.010; -7.356; 7.356
747.0; 23.193; 0.016; -7.344; 7.344
750.0; 23.308; 0.022; -7.329; 7.329
753.0; 23.422; 0.028; -7.312; 7.312
756.0; 23.537; 0.035; -7.292; 7.292
759.0; 23.652; 0.043; -7.268; 7.268
762.0; 23.767; 0.051; -7.239; 7.239
765.0; 23.882; 0.061; -7.204; 7.204
768.0; 23.997; 0.072; -7.162; 7.162
771.0; 24.112; 0.084; -7.109; 7.110
774.0; 24.227; 0.099; -7.044; 7.045
777.0; 24.342; 0.115; -6.964; 6.965
780.0; 24.458; 0.133; -6.866; 6.867
783.0; 24.573; 0.152; -6.752; 6.753
786.0; 24.687; 0.171; -6.628; 6.631
789.0; 24.802; 0.187; -6.514; 6.516
792.0; 24.917; 0.200; -6.414; 6.417
795.0; 25.031; 0.211; -6.321; 6.324
798.0; 25.145; 0.222; -6.230; 6.234
801.0; 25.259; 0.232; -6.138; 6.142
804.0; 25.373; 0.242; -6.043; 6.048
807.0; 25.486; 0.252; -5.946; 5.951
810.0; 25.600; 0.262; -5.844; 5.850
813.0; 25.713; 0.272; -5.740; 5.746
816.0; 25.825; 0.282; -5.632; 5.639
819.0; 25.938; 0.291; -5.521; 5.529
822.0; 26.050; 0.300; -5.408; 5.417
825.0; 26.162; 0.310; -5.293; 5.302
828.0; 26.274; 0.318; -5.176; 5.185
831.0; 26.385; 0.327; -5.057; 5.068
834.0; 26.496; 0.335; -4.938; 4.950
837.0; 26.606; 0.342; -4.819; 4.831
840.0; 26.717; 0.350; -4.700; 4.713
843.0; 26.827; 0.357; -4.582; 4.596
846.0; 26.937; 0.363; -4.465; 4.479
849.0; 27.046; 0.369; -4.349; 4.365
852.0; 27.155; 0.375; -4.236; 4.252
855.0; 27.264; 0.380; -4.124; 4.142
858.0; 27.372; 0.385; -4.016; 4.034
861.0; 27.480; 0.389; -3.911; 3.930
864.0; 27.588; 0.393; -3.808; 3.829
867.0; 27.696; 0.397; -3.710; 3.731
870.0; 27.803; 0.400; -3.615; 3.637
873.0; 27.910; 0.402; -3.524; 3.547
876.0; 28.017; 0.405; -3.437; 3.461
879.0; 28.123; 0.407; -3.354; 3.379
882.0; 28.229; 0.409; -3.276; 3.301
885.0; 28.335; 0.410; -3.202; 3.228
888.0; 28.440; 0.411; -3.132; 3.159
891.0; 28.545; 0.412; -3.067; 3.095
894.0; 28.650; 0.413; -3.007; 3.035
897.0; 28.755; 0.413; -2.951; 2.979
900.0; 28.860; 0.414; -2.899; 2.928
903.0; 28.964; 0.414; -2.852; 2.882
906.0; 29.068; 0.413; -2.810; 2.840
909.0; 29.172; 0.413; -2.772; 2.803
912.0; 29.276; 0.412; -2.739; 2.770
915.0; 29.379; 0.412; -2.711; 2.742
918.0; 29.483; 0.411; -2.686; 2.718
921.0; 29.586; 0.409; -2.667; 2.698
924.0; 29.689; 0.408; -2.651; 2.682
927.0; 29.792; 0.407; -2.639; 2.670
930.0; 29.894; 0.405; -2.631; 2.662
933.0; 29.996; 0.404; -2.625; 2.656
936.0; 30.099; 0.402; -2.621; 2.652
939.0; 30.201; 0.401; -2.616; 2.646
942.0; 30.303; 0.399; -2.606; 2.636
945.0; 30.404; 0.398; -2.585; 2.615
948.0; 30.506; 0.398; -2.544; 2.575
951.0; 30.607; 0.398; -2.481; 2.513
954.0; 30.709; 0.398; -2.407; 2.440
957.0; 30.810; 0.399; -2.327; 2.361
960.0; 30.911; 0.400; -2.244; 2.280
963.0; 31.012; 0.400; -2.162; 2.198
966.0; 31.113; 0.400; -2.080; 2.118
969.0; 31.214; 0.401; -2.000; 2.040
972.0; 31.315; 0.401; -1.922; 1.964
975.0; 31.416; 0.401; -1.847; 1.890
978.0; 31.516; 0.400; -1.775; 1.819
981.0; 31.617; 0.400; -1.705; 1.751
984.0; 31.718; 0.400; -1.637; 1.685
987.0; 31.818; 0.399; -1.572; 1.622
990.0; 31.919; 0.398; -1.510; 1.562
993.0; 32.019; 0.398; -1.450; 1.503
996.0; 32.119; 0.397; -1.392; 1.448
999.0; 32.219; 0.396; -1.337; 1.395
1002.0; 32.319; 0.395; -1.284; 1.344
1005.0; 32.419; 0.394; -1.234; 1.295
1008.0; 32.519; 0.393; -1.185; 1.248
1011.0; 32.619; 0.392; -1.139; 1.204
1014.0; 32.718; 0.390; -1.094; 1.162
1017.0; 32.818; 0.389; -1.052; 1.121
1020.0; 32.917; 0.388; -1.011; 1.083
1023.0; 33.017; 0.387; -0.972; 1.046
1026.0; 33.116; 0.385; -0.935; 1.011
1029.0; 33.215; 0.384; -0.899; 0.978
1032.0; 33.314; 0.382; -0.865; 0.946
1035.0; 33.413; 0.381; -0.833; 0.916
1038.0; 33.511; 0.380; -0.802; 0.888
1041.0; 33.610; 0.378; -0.773; 0.860
1044.0; 33.708; 0.377; -0.745; 0.835
1047.0; 33.807; 0.375; -0.718; 0.810
1050.0; 33.905; 0.374; -0.693; 0.787
1053.0; 34.003; 0.372; -0.669; 0.766
1056.0; 34.101; 0.371; -0.646; 0.745
1059.0; 34.199; 0.369; -0.625; 0.726
1062.0; 34.297; 0.367; -0.604; 0.707
1065.0; 34.395; 0.366; -0.585; 0.690
1068.0; 34.493; 0.364; -0.567; 0.674
1071.0; 34.590; 0.363; -0.550; 0.659
1074.0; 34.687; 0.361; -0.533; 0.644
1077.0; 34.785; 0.360; -0.518; 0.631
1080.0; 34.882; 0.358; -0.504; 0.618
1083.0; 34.979; 0.356; -0.491; 0.607
1086.0; 35.076; 0.355; -0.478; 0.596
1089.0; 35.173; 0.353; -0.467; 0.585
1092.0; 35.270; 0.352; -0.456; 0.576
1095.0; 35.367; 0.350; -0.446; 0.567
1098.0; 35.463; 0.349; -0.437; 0.559
1101.0; 35.560; 0.347; -0.429; 0.552
1104.0; 35.656; 0.345; -0.422; 0.545
1107.0; 35.752; 0.344; -0.415; 0.539
1110.0; 35.848; 0.342; -0.410; 0.534
1113.0; 35.945; 0.341; -0.404; 0.529
1116.0; 36.041; 0.339; -0.400; 0.525
1119.0; 36.136; 0.338; -0.397; 0.521
1122.0; 36.232; 0.336; -0.394; 0.518
1125.0; 36.328; 0.335; -0.392; 0.515
1128.0; 36.424; 0.333; -0.391; 0.513
1131.0; 36.519; 0.332; -0.390; 0.512
1134.0; 36.614; 0.330; -0.390; 0.511
1137.0; 36.710; 0.329; -0.391; 0.511
1140.0; 36.805; 0.327; -0.393; 0.511
1143.0; 36.900; 0.326; -0.395; 0.512
1146.0; 36.995; 0.324; -0.398; 0.513
1149.0; 37.090; 0.322; -0.402; 0.516
1152.0; 37.185; 0.321; -0.407; 0.518
1155.0; 37.279; 0.319; -0.412; 0.522
1158.0; 37.374; 0.318; -0.419; 0.526
1161.0; 37.468; 0.317; -0.426; 0.530
1164.0; 37.562; 0.315; -0.433; 0.536
1167.0; 37.657; 0.314; -0.442; 0.542
1170.0; 37.751; 0.312; -0.452; 0.549
1173.0; 37.844; 0.311; -0.462; 0.557
1176.0; 37.938; 0.309; -0.473; 0.565
1179.0; 38.032; 0.308; -0.485; 0.574
1182.0; 38.125; 0.306; -0.498; 0.585
1185.0; 38.219; 0.305; -0.512; 0.595
1188.0; 38.312; 0.303; -0.526; 0.607
1191.0; 38.406; 0.302; -0.541; 0.619
1194.0; 38.499; 0.300; -0.556; 0.632
1197.0; 38.592; 0.299; -0.571; 0.644
1200.0; 38.685; 0.297; -0.585; 0.656
1203.0; 38.778; 0.296; -0.595; 0.665
1206.0; 38.871; 0.295; -0.601; 0.670
1209.0; 38.964; 0.293; -0.599; 0.667
1212.0; 39.057; 0.292; -0.589; 0.657
1215.0; 39.150; 0.291; -0.573; 0.642
1218.0; 39.242; 0.289; -0.555; 0.626
1221.0; 39.335; 0.288; -0.535; 0.608
1224.0; 39.428; 0.287; -0.515; 0.590
1227.0; 39.520; 0.286; -0.495; 0.572
1230.0; 39.612; 0.285; -0.476; 0.554
1233.0; 39.705; 0.283; -0.457; 0.537
1236.0; 39.797; 0.282; -0.438; 0.521
1239.0; 39.889; 0.281; -0.421; 0.506
1242.0; 39.981; 0.280; -0.404; 0.491
1245.0; 40.074; 0.279; -0.387; 0.477
1248.0; 40.166; 0.277; -0.372; 0.464
1251.0; 40.258; 0.276; -0.357; 0.451
1254.0; 40.349; 0.275; -0.342; 0.439
1257.0; 40.441; 0.274; -0.328; 0.427
1260.0; 40.533; 0.272; -0.315; 0.416
1263.0; 40.625; 0.271; -0.302; 0.406
1266.0; 40.717; 0.270; -0.290; 0.396
1269.0; 40.808; 0.269; -0.278; 0.387
1272.0; 40.900; 0.268; -0.267; 0.378
1275.0; 40.991; 0.266; -0.256; 0.369
1278.0; 41.083; 0.265; -0.246; 0.361
1281.0; 41.174; 0.264; -0.236; 0.354
1284.0; 41.265; 0.263; -0.226; 0.347
1287.0; 41.357; 0.262; -0.217; 0.340
1290.0; 41.448; 0.260; -0.208; 0.333
1293.0; 41.539; 0.259; -0.200; 0.327
1296.0; 41.630; 0.258; -0.191; 0.321
1299.0; 41.721; 0.257; -0.184; 0.316
1302.0; 41.812; 0.256; -0.176; 0.311
1305.0; 41.903; 0.255; -0.169; 0.306
1308.0; 41.994; 0.253; -0.162; 0.301
1311.0; 42.084; 0.252; -0.156; 0.296
1314.0; 42.175; 0.251; -0.149; 0.292
1317.0; 42.266; 0.250; -0.143; 0.288
1320.0; 42.356; 0.249; -0.137; 0.284
1323.0; 42.447; 0.248; -0.132; 0.281
1326.0; 42.537; 0.247; -0.126; 0.277
1329.0; 42.628; 0.245; -0.121; 0.274
1332.0; 42.718; 0.244; -0.116; 0.271
1335.0; 42.809; 0.243; -0.112; 0.268
1338.0; 42.899; 0.242; -0.107; 0.265
1341.0; 42.989; 0.241; -0.103; 0.262
1344.0; 43.079; 0.240; -0.099; 0.259
1347.0; 43.169; 0.239; -0.095; 0.257
1350.0; 43.259; 0.238; -0.091; 0.254
1353.0; 43.349; 0.237; -0.087; 0.252
1356.0; 43.439; 0.236; -0.083; 0.250
1359.0; 43.529; 0.234; -0.080; 0.248
1362.0; 43.619; 0.233; -0.077; 0.246
1365.0; 43.709; 0.232; -0.074; 0.244
1368.0; 43.798; 0.231; -0.071; 0.242
1371.0; 43.888; 0.230; -0.068; 0.240
1374.0; 43.977; 0.229; -0.065; 0.238
1377.0; 44.067; 0.228; -0.062; 0.236
1380.0; 44.156; 0.227; -0.060; 0.235
1383.0; 44.246; 0.226; -0.057; 0.233
1386.0; 44.335; 0.225; -0.055; 0.232
1389.0; 44.424; 0.224; -0.053; 0.230
1392.0; 44.514; 0.223; -0.051; 0.229
1395.0; 44.603; 0.222; -0.049; 0.227
1398.0; 44.692; 0.221; -0.047; 0.226
1401.0; 44.781; 0.220; -0.045; 0.224
1404.0; 44.870; 0.219; -0.043; 0.223
1407.0; 44.959; 0.218; -0.041; 0.222
1410.0; 45.048; 0.217; -0.039; 0.220
1413.0; 45.137; 0.216; -0.038; 0.219
1416.0; 45.226; 0.215; -0.036; 0.218
1419.0; 45.314; 0.214; -0.035; 0.217
1422.0; 45.403; 0.213; -0.033; 0.215
1425.0; 45.492; 0.212; -0.032; 0.214
1428.0; 45.580; 0.211; -0.031; 0.213
1431.0; 45.669; 0.210; -0.029; 0.212
1434.0; 45.757; 0.209; -0.028; 0.211
1437.0; 45.846; 0.208; -0.027; 0.210
1440.0; 45.934; 0.207; -0.026; 0.209
1443.0; 46.023; 0.206; -0.025; 0.208
1446.0; 46.111; 0.205; -0.024; 0.206
1449.0; 46.199; 0.204; -0.023; 0.205
1452.0; 46.288; 0.203; -0.022; 0.204
1455.0; 46.376; 0.202; -0.021; 0.203
1458.0; 46.464; 0.201; -0.020; 0.202
1461.0; 46.552; 0.200; -0.019; 0.201
1464.0; 46.640; 0.200; -0.018; 0.200
1467.0; 46.728; 0.199; -0.018; 0.199
1470.0; 46.816; 0.198; -0.017; 0.198
1473.0; 46.904; 0.197; -0.016; 0.197
1476.0; 46.992; 0.196; -0.016; 0.197
1479.0; 47.080; 0.195; -0.015; 0.196
1482.0; 47.167; 0.194; -0.014; 0.195
1485.0; 47.255; 0.193; -0.014; 0.194
1488.0; 47.343; 0.192; -0.013; 0.193
