# s_m; t_s; delta_rad; f_drive_N; f_brake_N; gamma_y_N
2361.0; 79.445; -0.01408; 1000.0; 0.0; -93.1
2364.0; 79.608; -0.01437; 1000.0; 0.0; -96.3
2367.0; 79.771; -0.01472; 1000.0; 0.0; -99.9
2370.0; 79.932; -0.01515; 1000.0; 0.0; -104.1
2373.0; 80.092; -0.01563; 1000.0; 0.0; -108.8
2376.0; 80.250; -0.01618; 1000.0; 0.0; -113.9
2379.0; 80.408; -0.01678; 1000.0; 0.0; -119.5
2382.0; 80.564; -0.01742; 1000.0; 0.0; -125.5
2385.0; 80.719; -0.01811; 1000.0; 0.0; -131.9
2388.0; 80.873; -0.01881; 1000.0; 0.0; -138.5
2391.0; 81.026; -0.01950; 1000.0; 0.0; -145.1
2394.0; 81.178; -0.02016; 1000.0; 0.0; -151.5
2397.0; 81.329; -0.02072; 1000.0; 0.0; -157.2
2400.0; 81.479; -0.02110; 1000.0; 0.0; -161.5
2403.0; 81.629; -0.02110; 1000.0; 0.0; -162.9
2406.0; 81.777; -0.02066; 1000.0; 0.0; -160.7
2409.0; 81.925; -0.01994; 1000.0; 0.0; -156.4
2412.0; 82.072; -0.01908; 1000.0; 0.0; -150.9
2415.0; 82.218; -0.01813; 1000.0; 0.0; -144.7
2418.0; 82.363; -0.01716; 1000.0; 0.0; -138.2
2421.0; 82.508; -0.01621; 1000.0; 0.0; -131.6
2424.0; 82.652; -0.01528; 1000.0; 0.0; -125.2
2427.0; 82.796; -0.01439; 1000.0; 0.0; -119.0
2430.0; 82.939; -0.01356; 1000.0; 0.0; -113.1
2433.0; 83.081; -0.01278; 1000.0; 0.0; -107.5
2436.0; 83.223; -0.01205; 1000.0; 0.0; -102.3
2439.0; 83.364; -0.01138; 1000.0; 0.0; -97.4
2442.0; 83.504; -0.01076; 1000.0; 0.0; -92.8
2445.0; 83.644; -0.01019; 1000.0; 0.0; -88.6
2448.0; 83.783; -0.00966; 1000.0; 0.0; -84.8
2451.0; 83.922; -0.00919; 1000.0; 0.0; -81.2
2454.0; 84.060; -0.00875; 1000.0; 0.0; -78.0
2457.0; 84.198; -0.00836; 1000.0; 0.0; -75.1
2460.0; 84.335; -0.00801; 1000.0; 0.0; -72.5
2463.0; 84.471; -0.00769; 1000.0; 0.0; -70.1
2466.0; 84.607; -0.00741; 1000.0; 0.0; -68.1
2469.0; 84.742; -0.00716; 1000.0; 0.0; -66.3
2472.0; 84.877; -0.00694; 1000.0; 0.0; -64.7
2475.0; 85.011; -0.00675; 1000.0; 0.0; -63.4
2478.0; 85.145; -0.00659; 1000.0; 0.0; -62.4
2481.0; 85.278; -0.00646; 1000.0; 0.0; -61.6
2484.0; 85.411; -0.00636; 1000.0; 0.0; -61.0
2487.0; 85.543; -0.00628; 1000.0; 0.0; -60.7
2490.0; 85.674; -0.00623; 1000.0; 0.0; -60.6
2493.0; 85.805; -0.00620; 1000.0; 0.0; -60.7
2496.0; 85.936; -0.00620; 1000.0; 0.0; -61.1
2499.0; 86.066; -0.00622; 1000.0; 0.0; -61.7
2502.0; 86.195; -0.00626; 1000.0; 0.0; -62.5
2505.0; 86.324; -0.00633; 1000.0; 0.0; -63.6
2508.0; 86.452; -0.00642; 1000.0; 0.0; -64.9
2511.0; 86.580; -0.00653; 1000.0; 0.0; -66.5
2514.0; 86.708; -0.00667; 1000.0; 0.0; -68.3
2517.0; 86.835; -0.00683; 1000.0; 0.0; -70.3
2520.0; 86.962; -0.00702; 1000.0; 0.0; -72.6
2523.0; 87.088; -0.00722; 1000.0; 0.0; -75.2
2526.0; 87.214; -0.00746; 1000.0; 0.0; -78.1
2529.0; 87.339; -0.00772; 1000.0; 0.0; -81.2
2532.0; 87.464; -0.00800; 1000.0; 0.0; -84.7
2535.0; 87.588; -0.00831; 1000.0; 0.0; -88.4
2538.0; 87.712; -0.00865; 1000.0; 0.0; -92.5
2541.0; 87.836; -0.00901; 1000.0; 0.0; -96.9
2544.0; 87.959; -0.00941; 1000.0; 0.0; -101.6
2547.0; 88.082; -0.00983; 1000.0; 0.0; -106.7
2550.0; 88.205; -0.01028; 1000.0; 0.0; -112.2
2553.0; 88.327; -0.01077; 1000.0; 0.0; -118.1
2556.0; 88.448; -0.01129; 1000.0; 0.0; -124.4
2559.0; 88.569; -0.01184; 1000.0; 0.0; -131.0
2562.0; 88.690; -0.01243; 1000.0; 0.0; -138.2
2565.0; 88.810; -0.01306; 1000.0; 0.0; -145.8
2568.0; 88.930; -0.01372; 1000.0; 0.0; -153.9
2571.0; 89.050; -0.01442; 1000.0; 0.0; -162.4
2574.0; 89.169; -0.01517; 1000.0; 0.0; -171.5
2577.0; 89.288; -0.01595; 1000.0; 0.0; -181.1
2580.0; 89.406; -0.01678; 1000.0; 0.0; -191.2
2583.0; 89.524; -0.01765; 1000.0; 0.0; -201.9
2586.0; 89.642; -0.01856; 1000.0; 0.0; -213.1
2589.0; 89.759; -0.01952; 1000.0; 0.0; -224.8
2592.0; 89.875; -0.02051; 1000.0; 0.0; -237.1
2595.0; 89.991; -0.02154; 1000.0; 0.0; -249.8
2598.0; 90.107; -0.02259; 1000.0; 0.0; -262.8
2601.0; 90.222; -0.02366; 1000.0; 0.0; -276.1
2604.0; 90.337; -0.02473; 1000.0; 0.0; -289.3
2607.0; 90.451; -0.02575; 1000.0; 0.0; -302.1
2610.0; 90.565; -0.02668; 1000.0; 0.0; -313.8
2613.0; 90.679; -0.02742; 1000.0; 0.0; -323.5
2616.0; 90.793; -0.02783; 1000.0; 0.0; -329.2
2619.0; 90.907; -0.02788; 1000.0; 0.0; -330.9
2622.0; 91.020; -0.02774; 1000.0; 0.0; -330.3
2625.0; 91.133; -0.02750; 1000.0; 0.0; -328.6
2628.0; 91.247; -0.02722; 1000.0; 0.0; -326.5
2631.0; 91.359; -0.02695; 1000.0; 0.0; -324.4
2634.0; 91.472; -0.02670; 1000.0; 0.0; -322.7
2637.0; 91.584; -0.02650; 1000.0; 0.0; -321.3
2640.0; 91.696; -0.02635; 1000.0; 0.0; -320.6
2643.0; 91.808; -0.02625; 1000.0; 0.0; -320.5
2646.0; 91.920; -0.02620; 1000.0; 0.0; -320.9
2649.0; 92.031; -0.02620; 1000.0; 0.0; -321.9
2652.0; 92.142; -0.02623; 1000.0; 0.0; -323.3
2655.0; 92.253; -0.02627; 1000.0; 0.0; -324.8
2658.0; 92.364; -0.02629; 1000.0; 0.0; -326.1
2661.0; 92.474; -0.02625; 1000.0; 0.0; -326.6
2664.0; 92.584; -0.02612; 1000.0; 0.0; -326.0
2667.0; 92.694; -0.02597; 1000.0; 0.0; -325.2
2670.0; 92.804; -0.02583; 1000.0; 0.0; -324.4
2673.0; 92.913; -0.02571; 1000.0; 0.0; -324.0
2676.0; 93.023; -0.02564; 1000.0; 0.0; -324.1
2679.0; 93.132; -0.02561; 1000.0; 0.0; -324.6
2682.0; 93.240; -0.02563; 1000.0; 0.0; -325.8
2685.0; 93.349; -0.02570; 1000.0; -0.0; -327.5
2688.0; 93.457; -0.02582; 1000.0; -0.0; -329.9
2691.0; 93.565; -0.02599; 1000.0; -0.0; -333.1
2694.0; 93.673; -0.02623; 1000.0; -0.0; -337.0
2697.0; 93.781; -0.02654; 1000.0; -0.0; -341.6
2700.0; 93.889; -0.02690; 1000.0; -0.0; -347.1
2703.0; 93.996; -0.02732; 1000.0; -0.0; -353.2
2706.0; 94.103; -0.02780; 1000.0; -0.0; -360.1
2709.0; 94.210; -0.02832; 1000.0; -0.0; -367.6
2712.0; 94.317; -0.02889; 1000.0; -0.0; -375.6
2715.0; 94.424; -0.02947; 1000.0; -0.0; -383.8
2718.0; 94.530; -0.03004; 1000.0; -0.0; -391.9
2721.0; 94.636; -0.03056; 1000.0; -0.0; -399.3
2724.0; 94.742; -0.03095; 1000.0; -0.0; -405.2
2727.0; 94.848; -0.03110; 1000.0; -0.0; -408.1
2730.0; 94.954; -0.03101; 1000.0; -0.0; -408.0
2733.0; 95.059; -0.03079; 1000.0; -0.0; -406.3
2736.0; 95.164; -0.03052; 1000.0; -0.0; -403.9
2739.0; 95.270; -0.03024; 1000.0; -0.0; -401.3
2742.0; 95.375; -0.02998; 1000.0; -0.0; -398.9
2745.0; 95.479; -0.02975; 1000.0; -0.0; -396.9
2748.0; 95.584; -0.02957; 1000.0; -0.0; -395.4
2751.0; 95.688; -0.02942; 1000.0; -0.0; -394.4
2754.0; 95.793; -0.02930; 1000.0; -0.0; -393.7
2757.0; 95.897; -0.02920; 1000.0; -0.0; -393.2
2760.0; 96.001; -0.02908; 1000.0; -0.0; -392.5
2763.0; 96.104; -0.02889; 1000.0; -0.0; -391.0
2766.0; 96.208; -0.02857; 1000.0; -0.0; -387.8
2769.0; 96.312; -0.02812; 1000.0; -0.0; -382.8
2772.0; 96.415; -0.02757; 1000.0; -0.0; -376.4
2775.0; 96.518; -0.02695; 1000.0; -0.0; -369.2
2778.0; 96.621; -0.02631; 1000.0; -0.0; -361.6
2781.0; 96.724; -0.02569; 1000.0; -0.0; -354.1
2784.0; 96.827; -0.02510; 1000.0; -0.0; -346.9
2787.0; 96.930; -0.02454; 1000.0; -0.0; -340.2
2790.0; 97.032; -0.02404; 1000.0; -0.0; -334.1
2793.0; 97.135; -0.02358; 1000.0; -0.0; -328.6
2796.0; 97.237; -0.02318; 1000.0; -0.0; -323.8
2799.0; 97.340; -0.02284; 1000.0; -0.0; -319.8
2802.0; 97.442; -0.02255; 1000.0; -0.0; -316.5
2805.0; 97.544; -0.02232; 1000.0; -0.0; -313.9
2808.0; 97.646; -0.02214; 1000.0; -0.0; -312.1
2811.0; 97.747; -0.02201; 1000.0; -0.0; -311.0
2814.0; 97.849; -0.02194; 1000.0; -0.0; -310.6
2817.0; 97.950; -0.02192; 1000.0; -0.0; -310.8
2820.0; 98.052; -0.02193; 1000.0; -0.0; -311.6
2823.0; 98.153; -0.02198; 1000.0; -0.0; -312.8
2826.0; 98.254; -0.02204; 1000.0; -0.0; -314.3
2829.0; 98.355; -0.02210; 1000.0; -0.0; -315.8
2832.0; 98.456; -0.02212; 1000.0; -0.0; -316.6
2835.0; 98.556; -0.02205; 1000.0; -0.0; -316.3
2838.0; 98.657; -0.02188; 1000.0; -0.0; -314.6
2841.0; 98.757; -0.02167; 1000.0; -0.0; -312.4
2844.0; 98.857; -0.02146; 1000.0; -0.0; -310.0
2847.0; 98.957; -0.02127; 1000.0; -0.0; -307.9
2850.0; 99.057; -0.02111; 1000.0; -0.0; -306.2
2853.0; 99.157; -0.02099; 1000.0; -0.0; -305.0
2856.0; 99.257; -0.02091; 1000.0; -0.0; -304.4
2859.0; 99.357; -0.02089; 1000.0; -0.0; -304.5
2862.0; 99.456; -0.02091; 1000.0; -0.0; -305.3
2865.0; 99.555; -0.02098; 1000.0; -0.0; -306.8
2868.0; 99.655; -0.02109; 1000.0; -0.0; -309.0
2871.0; 99.754; -0.02125; 1000.0; -0.0; -311.7
2874.0; 99.853; -0.02145; 1000.0; -0.0; -315.0
2877.0; 99.952; -0.02166; 1000.0; -0.0; -318.6
2880.0; 100.050; -0.02188; 1000.0; -0.0; -322.3
2883.0; 100.149; -0.02208; 1000.0; -0.0; -325.6
2886.0; 100.247; -0.02221; 1000.0; -0.0; -328.1
2889.0; 100.346; -0.02220; 1000.0; -0.0; -328.7
2892.0; 100.444; -0.02207; 1000.0; -0.0; -327.4
2895.0; 100.542; -0.02187; 1000.0; -0.0; -325.2
2898.0; 100.640; -0.02165; 1000.0; -0.0; -322.6
2901.0; 100.738; -0.02144; 1000.0; -0.0; -320.1
2904.0; 100.836; -0.02126; 1000.0; -0.0; -317.9
2907.0; 100.934; -0.02111; 1000.0; -0.0; -316.2
2910.0; 101.032; -0.02100; 1000.0; -0.0; -315.2
2913.0; 101.129; -0.02095; 1000.0; -0.0; -314.8
2916.0; 101.226; -0.02094; 1000.0; -0.0; -315.1
2919.0; 101.324; -0.02099; 1000.0; -0.0; -316.3
2922.0; 101.421; -0.02109; 1000.0; -0.0; -318.1
2925.0; 101.518; -0.02124; 1000.0; -0.0; -320.7
2928.0; 101.615; -0.02144; 1000.0; -0.0; -324.0
2931.0; 101.712; -0.02167; 1000.0; -0.0; -328.0
2934.0; 101.809; -0.02194; 1000.0; -0.0; -332.3
2937.0; 101.905; -0.02223; 1000.0; -0.0; -337.0
2940.0; 102.002; -0.02250; 1000.0; -0.0; -341.5
2943.0; 102.098; -0.02273; 1000.0; -0.0; -345.4
2946.0; 102.195; -0.02287; 1000.0; -0.0; -348.0
2949.0; 102.291; -0.02286; 1000.0; -0.0; -348.6
2952.0; 102.387; -0.02270; 1000.0; -0.0; -346.9
2955.0; 102.483; -0.02240; 1000.0; -0.0; -343.2
2958.0; 102.579; -0.02203; 1000.0; -0.0; -338.3
2961.0; 102.675; -0.02162; 1000.0; -0.0; -332.8
2964.0; 102.771; -0.02121; 1000.0; -0.0; -327.2
2967.0; 102.866; -0.02082; 1000.0; -0.0; -321.7
2970.0; 102.962; -0.02044; 1000.0; -0.0; -316.4
2973.0; 103.057; -0.02007; 1000.0; -0.0; -311.4
2976.0; 103.153; -0.01972; 1000.0; -0.0; -306.5
2979.0; 103.248; -0.01937; 1000.0; -0.0; -301.5
2982.0; 103.343; -0.01898; 1000.0; -0.0; -296.1
2985.0; 103.438; -0.01852; 1000.0; -0.0; -289.7
2988.0; 103.533; -0.01796; 1000.0; -0.0; -281.6
2991.0; 103.628; -0.01730; 1000.0; -0.0; -272.1
2994.0; 103.723; -0.01659; 1000.0; -0.0; -261.6
2997.0; 103.818; -0.01585; 1000.0; -0.0; -250.6
3000.0; 103.913; -0.01511; 1000.0; -0.0; -239.5
3003.0; 104.008; -0.01438; 1000.0; -0.0; -228.5
3006.0; 104.102; -0.01367; 1000.0; -0.0; -217.7
3009.0; 104.197; -0.01298; 1000.0; -0.0; -207.2
3012.0; 104.292; -0.01232; 1000.0; -0.0; -197.0
3015.0; 104.386; -0.01169; 1000.0; -0.0; -187.2
3018.0; 104.481; -0.01108; 1000.0; -0.0; -177.9
3021.0; 104.575; -0.01050; 1000.0; -0.0; -168.9
3024.0; 104.669; -0.00995; 1000.0; -0.0; -160.3
3027.0; 104.764; -0.00942; 1000.0; -0.0; -152.1
3030.0; 104.858; -0.00892; 1000.0; -0.0; -144.2
3033.0; 104.952; -0.00845; 1000.0; -0.0; -136.8
3036.0; 105.046; -0.00799; 1000.0; -0.0; -129.7
3039.0; 105.141; -0.00756; 1000.0; -0.0; -122.9
3042.0; 105.235; -0.00716; 1000.0; -0.0; -116.5
3045.0; 105.329; -0.00677; 1000.0; -0.0; -110.3
3048.0; 105.422; -0.00640; 1000.0; -0.0; -104.5
3051.0; 105.516; -0.00605; 1000.0; -0.0; -99.0
3054.0; 105.610; -0.00572; 1000.0; -0.0; -93.7
3057.0; 105.704; -0.00541; 1000.0; -0.0; -88.7
3060.0; 105.798; -0.00511; 1000.0; -0.0; -84.0
3063.0; 105.891; -0.00483; 1000.0; -0.0; -79.5
3066.0; 105.985; -0.00457; 1000.0; -0.0; -75.2
3069.0; 106.078; -0.00431; 1000.0; -0.0; -71.2
3072.0; 106.172; -0.00408; 1000.0; -0.0; -67.3
3075.0; 106.265; -0.00385; 1000.0; -0.0; -63.7
3078.0; 106.358; -0.00364; 1000.0; -0.0; -60.2
3081.0; 106.452; -0.00343; 1000.0; -0.0; -56.9
3084.0; 106.545; -0.00324; 1000.0; -0.0; -53.8
3087.0; 106.638; -0.00306; 1000.0; -0.0; -50.8
3090.0; 106.731; -0.00289; 1000.0; -0.0; -48.0
3093.0; 106.824; -0.00272; 1000.0; -0.0; -45.4
3096.0; 106.916; -0.00257; 1000.0; -0.0; -42.9
3099.0; 107.009; -0.00242; 1000.0; -0.0; -40.5
3102.0; 107.102; -0.00229; 1000.0; -0.0; -38.3
3105.0; 107.194; -0.00216; 1000.0; -0.0; -36.1
3108.0; 107.287; -0.00203; 1000.0; -0.0; -34.1
3111.0; 107.379; -0.00192; 1000.0; -0.0; -32.2
3114.0; 107.471; -0.00181; 1000.0; -0.0; -30.4
3117.0; 107.564; -0.00170; 1000.0; -0.0; -28.7
3120.0; 107.656; -0.00160; 1000.0; -0.0; -27.0
3123.0; 107.748; -0.00151; 1000.0; -0.0; -25.5
3126.0; 107.840; -0.00142; 1000.0; -0.0; -24.1
3129.0; 107.932; -0.00134; 1000.0; -0.0; -22.7
3132.0; 108.024; -0.00126; 1000.0; -0.0; -21.4
3135.0; 108.116; -0.00119; 1000.0; -0.0; -20.2
3138.0; 108.208; -0.00112; 1000.0; -0.0; -19.0
3141.0; 108.299; -0.00105; 1000.0; -0.0; -17.9
3144.0; 108.391; -0.00099; 1000.0; -0.0; -16.9
3147.0; 108.482; -0.00093; 1000.0; -0.0; -15.9
3150.0; 108.574; -0.00088; 1000.0; -0.0; -14.9
3153.0; 108.665; -0.00082; 1000.0; -0.0; -14.1
3156.0; 108.757; -0.00077; 1000.0; -0.0; -13.2
3159.0; 108.848; -0.00073; 1000.0; -0.0; -12.5
3162.0; 108.939; -0.00068; 1000.0; -0.0; -11.7
3165.0; 109.030; -0.00064; 1000.0; -0.0; -11.0
3168.0; 109.121; -0.00060; 1000.0; -0.0; -10.4
3171.0; 109.212; -0.00057; 1000.0; -0.0; -9.7
3174.0; 109.303; -0.00053; 1000.0; -0.0; -9.1
3177.0; 109.394; -0.00050; 1000.0; -0.0; -8.6
3180.0; 109.485; -0.00047; 1000.0; -0.0; -8.1
3183.0; 109.576; -0.00044; 1000.0; -0.0; -7.6
3186.0; 109.666; -0.00041; 1000.0; -0.0; -7.1
3189.0; 109.757; -0.00038; 1000.0; -0.0; -6.6
3192.0; 109.848; -0.00036; 1000.0; -0.0; -6.2
3195.0; 109.938; -0.00034; 1000.0; -0.0; -5.8
3198.0; 110.028; -0.00031; 1000.0; -0.0; -5.5
3201.0; 110.119; -0.00029; 1000.0; -0.0; -5.1
3204.0; 110.209; -0.00028; 1000.0; -0.0; -4.8
3207.0; 110.299; -0.00026; 1000.0; -0.0; -4.5
3210.0; 110.390; -0.00024; 1000.0; -0.0; -4.2
3213.0; 110.480; -0.00022; 1000.0; -0.0; -3.9
3216.0; 110.570; -0.00021; 1000.0; -0.0; -3.6
3219.0; 110.660; -0.00019; 1000.0; -0.0; -3.4
3222.0; 110.750; -0.00018; 1000.0; -0.0; -3.2
3225.0; 110.839; -0.00017; 1000.0; -0.0; -3.0
3228.0; 110.929; -0.00016; 1000.0; -0.0; -2.8
3231.0; 111.019; -0.00015; 1000.0; -0.0; -2.6
3234.0; 111.109; -0.00014; 1000.0; -0.0; -2.4
3237.0; 111.198; -0.00013; 1000.0; -0.0; -2.3
3240.0; 111.288; -0.00012; 1000.0; -0.0; -2.2
3243.0; 111.377; -0.00012; 1000.0; -0.0; -2.1
3246.0; 111.467; -0.00011; 1000.0; -0.0; -2.0
3249.0; 111.556; -0.00011; 1000.0; -0.0; -1.9
3252.0; 111.645; -0.00011; 1000.0; -0.0; -1.9
3255.0; 111.735; -0.00011; 1000.0; -0.0; -2.0
3258.0; 111.824; -0.00012; 1000.0; -0.0; -2.0
3261.0; 111.913; -0.00012; 1000.0; -0.0; -2.2
3264.0; 112.002; -0.00014; 1000.0; -0.0; -2.3
3267.0; 112.091; -0.00015; 1000.0; -0.0; -2.6
3270.0; 112.180; -0.00017; 1000.0; -0.0; -3.0
3273.0; 112.269; -0.00020; 1000.0; -0.0; -3.5
3276.0; 112.358; -0.00024; 1000.0; -0.0; -4.1
3279.0; 112.447; -0.00028; 1000.0; -0.0; -4.9
3282.0; 112.536; -0.00034; 1000.0; -0.0; -5.8
3285.0; 112.625; -0.00041; 1000.0; -0.0; -7.0
3288.0; 112.713; -0.00049; 1000.0; -0.0; -8.4
3291.0; 112.802; -0.00059; 1000.0; -0.0; -10.1
3294.0; 112.891; -0.00071; 1000.0; -0.0; -12.2
3297.0; 112.979; -0.00085; 1000.0; -0.0; -14.6
3300.0; 113.068; -0.00101; 1000.0; -0.0; -17.4
3303.0; 113.156; -0.00120; 1000.0; -0.0; -20.7
3306.0; 113.245; -0.00142; 1000.0; -0.0; -24.5
3309.0; 113.333; -0.00167; 1000.0; -0.0; -28.8
3312.0; 113.422; -0.00194; 1000.0; -0.0; -33.6
3315.0; 113.510; -0.00225; 1000.0; -0.0; -39.1
3318.0; 113.598; -0.00260; 1000.0; -0.0; -45.0
3321.0; 113.687; -0.00297; 1000.0; -0.0; -51.6
3324.0; 113.775; -0.00336; 1000.0; -0.0; -58.5
3327.0; 113.863; -0.00377; 1000.0; -0.0; -65.8
3330.0; 113.951; -0.00420; 1000.0; -0.0; -73.3
3333.0; 114.039; -0.00461; 1000.0; -0.0; -80.8
3336.0; 114.127; -0.00501; 1000.0; -0.0; -87.9
3339.0; 114.215; -0.00537; 1000.0; -0.0; -94.4
3342.0; 114.303; -0.00566; 1000.0; -0.0; -99.8
3345.0; 114.391; -0.00585; 1000.0; -0.0; -103.6
3348.0; 114.479; -0.00591; 1000.0; -0.0; -105.1
3351.0; 114.567; -0.00581; 1000.0; -0.0; -103.8
3354.0; 114.655; -0.00549; 999.9; -0.2; -98.8
3357.0; 114.742; -0.00491; 12.6; -1006.4; -89.5
3360.0; 114.830; -0.00403; 3.2; -4100.9; -74.4
3363.0; 114.919; -0.00283; 1.9; -6911.8; -53.4
3366.0; 115.010; -0.00132; 0.0; -7952.6; -27.3
3369.0; 115.104; -0.00016; 0.0; -7937.7; -6.5
3372.0; 115.201; 0.00011; 0.0; -7895.5; -0.0
3375.0; 115.300; 0.00003; 0.0; -7842.1; -0.0
3378.0; 115.404; 0.00001; 0.0; -7789.3; -0.0
3381.0; 115.512; 0.00000; 0.0; -7737.0; -0.0
3384.0; 115.624; 0.00000; 0.0; -7685.3; 0.0
3387.0; 115.741; 0.00150; 0.0; -7603.7; 16.5
3390.0; 115.864; 0.00823; 0.0; -7409.6; 83.6
3393.0; 115.994; 0.02180; 0.0; -7032.2; 201.3
3396.0; 116.129; 0.04551; 0.0; -6306.7; 378.4
3399.0; 116.271; 0.07763; 0.0; -5212.5; 576.5
3402.0; 116.419; 0.11095; 0.0; -4070.7; 729.8
3405.0; 116.574; 0.14186; 0.0; -3119.4; 825.1
3408.0; 116.741; 0.16918; 0.0; -2450.4; 874.2
3411.0; 116.922; 0.19210; 0.0; -2075.0; 892.0
3414.0; 117.117; 0.20938; 0.0; -0.0; 936.4
3417.0; 117.317; 0.21880; 0.0; -0.0; 939.6
3420.0; 117.509; 0.22274; 1000.0; -0.0; 933.5
3423.0; 117.687; 0.22355; 1000.0; -0.0; 934.9
3426.0; 117.846; 0.22294; 1000.0; -0.0; 935.5
3429.0; 117.993; 0.22129; 1000.0; -0.0; 935.7
3432.0; 118.146; 0.21823; 1000.0; -0.0; 935.4
3435.0; 118.315; 0.21244; 1000.0; -0.0; 932.5
3438.0; 118.496; 0.20038; 1000.0; -0.0; 917.5
3441.0; 118.683; 0.17503; 1000.0; -0.0; 850.4
3444.0; 118.871; 0.12669; 1000.0; -0.0; 645.9
3447.0; 119.057; 0.05301; 1000.0; -0.0; 267.8
3450.0; 119.241; -0.03180; 1000.0; -0.0; -225.1
3453.0; 119.422; -0.10508; 1000.0; -0.0; -645.4
3456.0; 119.599; -0.15304; 1000.0; -0.0; -848.7
3459.0; 119.772; -0.17903; 1000.0; -0.0; -914.3
3462.0; 119.938; -0.19139; 1000.0; -0.0; -933.5
3465.0; 120.096; -0.19650; 1000.0; -0.0; -939.6
3468.0; 120.244; -0.19775; 1000.0; 0.0; -941.6
3471.0; 120.388; -0.19696; 1000.0; 0.0; -942.0
3474.0; 120.539; -0.19499; 1000.0; 0.0; -941.5
3477.0; 120.703; -0.19195; 1000.0; 0.0; -939.7
3480.0; 120.879; -0.18750; 1000.0; 0.0; -935.7
